name,raw_review,date
Leonardo Piffer Breschiliare,O App do BB é muito bom. Apenas uma ressalva que acredito ter piorado com as atualizações é o leitor de código de barras. Antes era muito mais eficiente na leitura.,27 de janeiro de 2020
michele alves,"Não consigo acessar, apesar de possuir cartão, sempre aparece a mensagem: Não há cartões para esse cliente, já liguei na central e no suporte técnico e nada de resolver...",17 de janeiro de 2020
Larissa Xavier,"A aba ""geral"" (em perfil > configurações) não está funcionando. Tento acessá-la, mas fica atualizando constantemente e não dá para selecionar os itens.",21 de janeiro de 2020
Um usuário do Google,"O melhor App até agora, super fácil de mexer, muito bom para transacções, super rápido, ele faz relatório dos seus gastos mensais e muito mais, esse app tem uma infinidade de funções. muito bom mesmo",10 de janeiro de 2020
Um usuário do Google,"Apresenta problema o app. Data 21/01/2020 "" erro cliente não tem cartão"" Falha ocorrendo a vários dias. Tenho que acessar o site do Banco do Brasil,pelo PC,pra conseguir visualizar o extrato/fatura do cartão .",21 de janeiro de 2020
Magno Ramos,"O aplicativo é otimo, porém acabei ativando o BB code e agora so tenho dor de cabeça, nao lê nenhum código, mesmo na versão mais recente do app, e também nao consigo desativar esse negócio",22 de janeiro de 2020
Rafael Costa,Não sei se é o aplicativo ou se o sistema do banco. Demora demais para listar as despesas do cartão. Creio que deveria ser mais rápido essa informação no aplicativo.,26 de janeiro de 2020
Thales Henrique Oficial,"Estava funcionando do nada, desinstalando o app pra mudar de aparelho, agora fala que não sou cliente do banco, vi que tem muitas reclamações. Se vocês não resolverem estes problemas vou a justiça!",24 de janeiro de 2020
Marco Antonio Roberti,"Aplicativo muito bom. Bem prático, podia melhorar é mostrar a movimentação do mês. Para as contas que tem limite de movimentação mensal limitada.",21 de janeiro de 2020
Elane Pinheiro,"No início era bom mas agora quando abro para consultar algo referente ao meu cartão de crédito, simplesmente aparece a msg que não possuo o mesmo! Não consigo realizar absolutamente nada pelo app.",23 de janeiro de 2020
Lockgo Gamer,"Simplesmente o pior aplicativo que eu já presenciei em toda a minha vida, parece ser feito por amadores, não consigo entender como é possível alguém criar algo tão ruim quanto esse aplicativo.",23 de janeiro de 2020
Julio Pereira,"Aplicativo fica piscando na tela de configurações gerais desde a antepenúltima atualização. Já mandei e-mail com o erro, mas parece que os desenvolvedores não ligam muito.... Que droga, vem atualização e nada muda... Continua com erro",20 de janeiro de 2020
MARCIEL VI100TE,Só não leva as 5 estrelas pq depois da última atualização consta no app que não tenho cartões de crédito.....e isso tá me deixando incomodado pq sempre acompanho minhas faturas e lançamentos pelo app e agora não tô podendo....mais tirando isso o app é ótimo,12 de janeiro de 2020
lizandra ferreira,Um excelente Aplicativo. Já o utilizo a bastante tempo. Tudo muito simplificado. Com esse aplicativo você não precisa ir ao banco a maioria dos serviços e informações podem ser resolvidos através dele.,18 de janeiro de 2020
Leinaldo Cruz,Ótima agência ótimas atendentes pessoas capacitadas para executar os serviços que ali estão estou muito feliz de fazer parte dessa agência do Banco do Brasil continue assim com pessoas capaz de resolver suas atividades da melhor maneira 👏🏼👏🏼👏🏼,21 de janeiro de 2020
Tânia Ferreira,"Suporte técnico poderia ser nos próprios apps. Fale conosco com feedback, ajuda com perguntas programadas nem sempre é útil. Ficar um bom tempo ouvindo gravação telefônica é ruim.",23 de janeiro de 2020
Flavinha_helena1@gmail.com Helena,"O Aplicativo não está bom como antes. Toda vez que vou acessar fatura e saldo do cartão, diz que não há cartão para esse cliente . Espero que seja solucionado.",26 de janeiro de 2020
Bruno Uchoa,"Um app nada funcional, cheio de burocracias. Para fazer qualquer tipo de procedimento é necessario 1000000 de coisas. Tembem não possui uma barra de pesquisa. Definitivamente o pior app entre os bancos que possuo.",9 de janeiro de 2020
Yaya Kaylane,"De repente não consigo acessar mais os dados do meu cartão,sempre fala q o usuário não possui cartão,é com isso não aparece mais a fatura o limite é etc. Por favor concertem isso.",18 de janeiro de 2020
Consuelo Dutra Ferreira,"Gosto deste aplicativo porque sempre resolvo tudo com rapidez e facilidade sem precisar ir à agência. Prático e eficiente, simplesmente isso.",19 de janeiro de 2020
Flavielegoulart Goulart,Péssimo só consegui usar uma vez ele não acessa mais só dá bloqueado já fui na agência ninguém sabe desbloquear lá aparece q está tudo normal e não funciona e já fiz diversas reclamações e tentativas sempre o mesmo erro.,24 de janeiro de 2020
EULER BARBOSA DE OLIVEIRA,"péssimo, aplicativo bloqueou minha senha mesmo estando atualizado e mesmo eu tendo trocado minha senha,não aceitou troca pelo aplicativo, tive que ir ao caixa eletrônico e mesmo assim não resolveu",24 de janeiro de 2020
Sergio Carvalho,"Não funciona. Vc entra no gerenciador financeiro no computador , cadastra o celular. Aí o app pede para vc ir numa agência do banco para validar o celular. Aí vc valida e o app manda vc voltar no gerenciador financeiro e começa tudo do zero de novo",9 de janeiro de 2020
Paulo Farah,Fui pagar o ipva de SP no aplicativo mas só aparece o estado de Minas Gerais! Hoje é o último dia da minha placa! Estou viajando e não vou conseguir efetuar o pagamento! Deveriam homologar o aplicativo antes de liberar a versão!,17 de janeiro de 2020
Celina Freitas da silva,Ótimo! Moro na Fazenda faço todos meus pagamentos com esse app. Facilitou a muito a vida de quem.mora longe da cidade..foi um grande avanço tecnológico que o Banco do Brasil proporcionou para seus clientes.parabéns.,20 de janeiro de 2020
Angelo Vieira,"Banco do Brasil sempre se renova e surpreende seus clientes, ótimo aplicativo muito completo aonde podemos votar financiamento, seguros de todos os tipos além de acompanhar o movimento diário da conta.",21 de janeiro de 2020
Eduardo de Ávila,"A captura do QR Code na tela não funciona. Tento capturar o código para realizar alguma transação pela versão web, mas aparece a mensagem ""captura de código inválida"". Eu já realizava o mesmo procedimento antes da atualização e nunca tive esse problema antes. Depois da atualização do app, a captura não é mais possível, mesmo fazendo o procedimento de desbloqueio pelo caixa eletrônico. Gostaria de saber se isso é um problema com a câmera do meu smarphone ou é um problema do próprio app?",16 de janeiro de 2020
america guerra,"Estou iniciando no app, não estou muito familiarizado, falta mais informação em relação as vantagens... Pagamos 32,.. e para onde vai quais as vantagens desse pagamento... Não achei por aqui ainda....",23 de janeiro de 2020
José Carlos Cahé,"Bom, mas não concordo de jogar os pagamentos realizados no final de semana para debitar na segunda e de nao colocar automaticamente a data real do, pois se nao prestarmos atenção o sistema acaba agendando o pagamento pela data do boleto digitado.",18 de janeiro de 2020
Aloisio Olintho de Oliveira Rocha,Ele poderia ser mais completo. Não conseguimos obter informações sobre empréstimos já realizados nós obrigando a ir na agência. Isso poderia ser repensado.,24 de janeiro de 2020
Carla Bello,Não entendi pq período de carência no dispositivo e pq tenho que ir a um caixa eletrônico para desbloquear o cartão. Pra que app de tenho que ir fazer tudo no caixa eletrônico????,27 de janeiro de 2020
Karina Marques,"Não consigo ver mas o limite do meu cartão. Nem a data de vencimento do meu cartão, não consigo gerar boletos. Só fala que o cliente não tem cartão! Tá um ó.",23 de janeiro de 2020
gristovinho gueimiprey,"sempre que eu vou mandar foto dos meus documento (na hora de enviar a foto da frente e do verso) quando o app da camera abre e eu tiro a foto, aparece um erro de tempo de sessao excedido. isso acontece sempre, até quando eu faco preencho os dados anteriores rapidamente",10 de janeiro de 2020
Erick Valverde,"Olá, pessoal. Estou no exterior e mesmo seguindo todos os procedimentos para a liberação do aplicativo, não foi o suficiente. Enviei os documentos e a declaração conforme consta no site e no próprio aplicativo, mas ninguém se manifestou até agora. Já vai completar dois meses que estou aqui. Se fosse depender dos serviços do banco para sobreviver, já teria morrido de fome. Solicitei um cartão na minha agência para poder fazer saques no exterior, o cartão não funciona. Que sirva de alerta pra vcs",19 de janeiro de 2020
Francisco Magalhães,"Nao concordo com afirmação de que houve melhoria visual no app, versao anterior tinha design intuitivo e amadurecido entre os clientes. Nessa versão nova o botão de voltar do cel não funciona com ele, preciso sair do app caso queira ir pra alguma opção fora do acesso da conta. Outro erro, é que nao consigo acessar outra conta minha, no caso PJ sem ter q sair do app, sempre da erro qd tento trocar a conta de acesso. E por ultimo para sair do app, botão de voltar nao funciona. App do BB ja foi bom",9 de janeiro de 2020
Um usuário do Google,"Parou de funcionar para não correntistas cartão Petrobras. Ao acessar a opção diz que ""não há cartões para esse cliente"" Aplicativo tbm é limitado para não correntistas.",21 de janeiro de 2020
Tatiddall,"Precisa ser aprimorado, ter acessos mais fáceis, acredito que apps de bancos devam ter a s funções básicas mais fáceis e rápidas de ser encontradas.",23 de janeiro de 2020
lucas ameno,"Péssimo aplicativo . Não consigo fazer transferências e nem pagar minhas contas pelo aplicativo ! Obs:já realizei o desbloqueio na agência mais de duas vezes , uma no caixa eletrônico e a outra com o gerente . Inútil ter um aplicativo no celular e mesmo assim vc precisar ir na agência pessoalmente para pagar contas e realizar transferências.",17 de janeiro de 2020
Elcio Braga,"Péssima. Fiz desbloqueio no cx. Eletrônico, mas não consigo usar. Diz que a senha de 8 dígitos não tá desbloqueada... Não consigo fazer investimentos. DESISTO!!!!!!",23 de janeiro de 2020
Laura Velloso,"O cliente da conta deveria ter o seu cartão de débito para usar quando necessário, está com idade para descobrir a parte financeira e não apreender aos 16 anos já mais velho. Não gostei e vou desfazer da conta por ele não ter cartão de débito.",27 de janeiro de 2020
Darling Darlinha,"Péssimo, preciso ver meu saldo, limites e diz que não tenho cartão. Que vergonha!! Empresa tão grande, deveriam, mas muito mal organizada!",26 de janeiro de 2020
Charleston Araújo,"Aplicativo completo e funcional, no entanto, quando fui fazer upgrade da conta, demorei dias para conseguir concluir o processo e enviar os documentos, sempre na hora da selfie o App travava e desconectava, foi bem irritante! Outra coisa que me deixa intrigado é o fato de eu ter cartão de crédito mas, no aplicativo, diz que não há cartões para mim. Também está no período de carência, mesmo eu tendo feito todas as liberações solicitadas pelo App. Tirando isso, gosto da experiência.",5 de janeiro de 2020
Renato de Brito Sanchez,No dia a dia movimentado sempre opto por soluções digitais que sejam práticas e flexíveis. Este APP cumpre o que promete e até o momento tem me atendido as expectativas sem ressalvas.,10 de janeiro de 2020
JK PINTURAS HIDROGRÁFICAS E PERSONALIZAÇÕES mg,"Horrível, para liberação de cartão de crédito pelo App tenho que sair d casa e do trabalho para ir ao banco... Qual o sentido de ter um App que vc não pode fazer a liberação pelo App sem ir ao banco...",20 de janeiro de 2020
